session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch
55084a9e-0dab-46eb-8a3b-2ffd95505205	2026-04-08T14:43:23.678Z		glm-4.7	177	15	76707	1757	438912	0	HEAD
03da9fd4-8d58-4e4f-a6f0-fcd3ac93d9f2	2026-04-08T15:50:12.959Z	xz-work-logs	glm-5.1	1182	78	141474	12217	2150464	0	main
3737a52b-8ed8-4964-8de9-2ac16b03b184	2026-04-08T14:48:32.618Z	xz-work-logs	glm-5.1	2149	125	311970	24735	3675456	0	main
38bc0d94-399b-49c6-b790-9c2f2bb35da1	2026-04-08T15:26:12.936Z	xz-work-logs	glm-5.1	696	60	163498	3281	1250432	0	main
41e37d21-72cd-4aed-bb54-08d3d6ed0169	2026-04-08T16:41:14.836Z	xz-work-logs	glm-5.1	111	12	26429	3587	108992	0	main
4516f19e-29c4-4afa-a59a-967e2464ccae	2026-04-08T15:43:35.418Z	xz-work-logs	glm-5.1	207	8	24392	638	54720	0	main
780269a3-adce-4d17-84b7-f9acf61928c2	2026-04-08T16:56:27.201Z	xz-work-logs	glm-5.1	263	14	22819	3243	136512	0	main
bd8d4bb4-bda1-4417-849c-404fb6552fde	2026-04-08T17:22:01.471Z	xz-work-logs	glm-5.1	1314	141	142540	19901	4379904	0	main
c2556ef9-435a-4a63-b7d6-b210a810866f	2026-04-08T16:43:15.393Z	xz-work-logs	glm-5.1	780	74	60214	22898	1847936	0	main
d12eda93-e677-4d93-9482-8f6d623a4471	2026-04-08T14:13:08.126Z	xz-work-logs	glm-4.7	1727	261	78882	33281	8414592	0	main
d8ee3f88-a153-4e1f-986f-3e87b35e3519	2026-04-08T17:01:00.382Z	xz-work-logs	glm-5.1	1061	69	67685	25453	1528832	0	main
e7ea0ab1-eaca-40a5-a670-1c98199cf215	2026-04-08T16:20:08.170Z	xz-work-logs	glm-5.1	870	60	160605	14332	486336	0	main
f736f065-d776-4220-8ad8-550b1207eaf9	2026-04-08T17:18:57.543Z	xz-work-logs	glm-5.1	176	11	7974	3087	157888	0	main
