session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch
71b0b0d6-ca9a-4d3e-829e-32e850abf9ec	2026-04-27T00:05:52+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	231	9	45432	5914	302784	0	main
469b1ad0-9138-40d4-bcea-a67b2b1963f2	2026-04-27T00:14:37+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	513	32	62190	14213	1660288	0	main
960d98d2-0ac8-4785-9743-94ae357e768d	2026-04-27T00:19:02+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	245	9	24235	5856	237120	0	main
db30b3fc-5c50-4d5b-adfb-16287763d6c6	2026-04-27T00:38:32+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	241	10	20614	5342	354176	0	main
658e057b-c48b-4b11-b8dc-fdb9c759319a	2026-04-27T00:43:19+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	223	8	27798	5198	291904	0	main
af4597ff-4df5-459c-b8db-cf82856d1765	2026-04-27T00:46:06+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	155	12	39294	4261	426560	0	main
1988822d-06de-419a-8578-feabeaf0a269	2026-04-27T00:55:00+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	216	10	30149	6759	385664	0	main
30d02bfa-38c1-4ebb-9e45-41e9b332915e	2026-04-27T00:58:16+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	178	14	25186	3382	588032	0	main
4377c61c-ee5f-4343-8139-307922d463c4	2026-04-27T01:02:03+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	214	7	23089	2827	222336	0	main
e1919b5e-a04f-4095-847e-e634929549cf	2026-04-27T01:11:25+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	549	39	71414	18565	2089920	0	main
d9e79017-95ee-41ac-bec8-d03ea65adaa7	2026-04-27T01:15:27+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	227	8	28928	7548	286784	0	main
3c78649d-8641-4c2e-9757-9c85ece2296e	2026-04-27T01:17:43+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	123	13	41593	2754	553856	0	main
4464ceae-a3df-4bb5-b053-1aac96807bc6	2026-04-27T01:21:51+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	227	8	21970	6904	263360	0	main
521af7e3-9268-42f2-818b-106f631f5774	2026-04-27T01:29:08+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	425	32	60711	16345	1772928	0	main
01b61d52-6304-4c73-ac40-6d4bcc88ef6e	2026-04-27T01:34:12+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	291	13	32022	8954	553088	0	main
86250c54-d4a8-4b98-ba77-61f81b2ee544	2026-04-27T01:35:56+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	92	6	15317	1648	181440	0	main
7f9ce119-c37d-46cf-b14b-efa71a22a931	2026-04-27T01:38:22+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	133	16	52141	2958	739136	0	main
76da750c-8a3c-4888-9140-e580d5685719	2026-04-27T01:43:11+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	277	11	32497	7603	434816	0	main
13567da0-ae0b-4f2b-a1b7-994a31263039	2026-04-27T01:53:18+08:00	-Users-saveole-projects-xueqiu-crawler	glm-5.1	593	35	63848	17706	2298048	0	main
