session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch	tokens_reasoning	source
sess_b988c4dc-1e50-4bb9-a8c4-8c8982433796	2026-07-16T19:53:44+08:00	ZCodeProject	GLM-5.2	3410	6	4037322	37040	3945408	0	main	0	zcode
sess_a11651e4-7c5e-49ea-a8fb-55d2cab8faf5	2026-07-16T19:37:27+08:00	ZCodeProject	GLM-5.2	409	2	271158	6375	254336	0	main	0	zcode
