session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch	tokens_reasoning	source
sess_779fb696-6a18-4f7e-9cd7-b0ec564ab1f6	2026-07-07T17:19:14+08:00	ZCodeProject	GLM-5.2	60856	19	35064341	166533	33827456	0	main	0	zcode
sess_b8350543-a8d4-4a72-935a-7c405349425c	2026-07-07T09:16:55+08:00	ZCodeProject	GLM-5.2	83	1	19460	2096	16000	0	main	0	zcode
