session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch	tokens_reasoning	source
sess_1e2922a3-d2e8-453f-b251-e4f5a3893352	2026-07-17T13:18:50+08:00	scrm-api	GLM-5.2	11494	16	15945850	89610	15412864	0	master	0	zcode
sess_a7e722d2-4f20-49e8-9821-e1fff29f18ba	2026-07-17T11:22:20+08:00	ZCodeProject	GLM-5.2	98	1	79623	3905	69632	0	main	0	zcode
