session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch
0ed59fff-1dad-4d56-b98d-356b54dede09	2026-04-16T01:01:47.706Z	skills	glm-5.1	30	10	6009	358	179712	0	main
0fe33844-a035-46f9-a04f-4f882eabe05c	2026-04-16T00:58:22.800Z	skills	glm-5.1	94	7	11599	564	111424	0	main
20260416_145220_61548d	2026-04-16T14:52:51+08:00	unknown	glm-5	2643	67	178866	9511	1923456	0	unknown
20260416_153654_d85f37	2026-04-16T15:36:54+08:00	unknown	glm-5	3860	118	87343	11165	1884224	0	unknown
20260416_164153_cb6332	2026-04-16T16:43:26+08:00	unknown	glm-5	4727	159	107149	11055	3106240	0	unknown
aa09e276-1375-44ca-a237-084b9e8a0d7e	2026-04-16T09:08:15.067Z	java	glm-5.1	113	13	24299	1989	209728	0	test
521fbdab-0a3c-49db-8298-59c1949cd94b	2026-04-16T06:43:06.524Z	scrm-api	glm-5.1	1558	76	112704	5312	2172032	0	feature/scrm/9.3/clue
15a7bd65-3ea9-421c-88ef-0e95da3093dc	2026-04-16T10:31:09.061Z	test-codegen	glm-5.1	464	66	57265	10841	2700608	0	master
28001970-1ea2-44c1-8b08-5a58c2074e04	2026-04-16T10:20:05.066Z	test-codegen	glm-5.1	77	15	35193	1736	162944	0	master
3a293130-6682-4743-9744-e27d105f3b8b	2026-04-16T10:09:08.600Z	test-codegen	glm-5.1	642	57	40727	12930	1766848	0	master
41c324c6-7565-4f98-ace0-989b42927daa	2026-04-16T10:28:51.309Z	test-codegen	glm-5.1	128	26	43542	3282	328448	0	master
eaf9b5f5-f297-4895-a75b-f6b3f1788409	2026-04-16T10:06:28.330Z	test-codegen	glm-5.1	148	17	38307	3809	278208	0	master
7565c216-608f-446c-81b3-b74a2169b77c	2026-04-16T03:08:42.608Z	yunxiao-dev-flow	glm-5.1	779	20	65305	3023	184896	0	main
24def0cf-2072-41cf-9d96-78dc935a56f6	2026-04-16T02:35:31.695Z	skills	glm-5.1	108	15	33720	1704	101696	0	main
