session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch	tokens_reasoning	source
sess_5c1ee2ef-bf1d-41fc-9e5b-866597742dc6	2026-07-06T15:22:51+08:00	ZCodeProject	GLM-5.2	45	1	48065	647	27136	0	main	0	zcode
sess_c1fa4027-837e-4a10-bb0a-175ee3c8c835	2026-07-06T15:19:19+08:00	ZCodeProject	GLM-5.2	126	1	213217	3430	191232	0	main	0	zcode
