session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch
20260416_195342_f1d657	2026-04-16T19:54:22+08:00	unknown	glm-5.1	386	33	8961	1557	185408	0	unknown
20260416_200100_7fc414	2026-04-16T20:01:37+08:00	unknown	glm-5.1	108	17	9262	758	112192	0	unknown
20260416_202111_38e346	2026-04-16T20:22:01+08:00	unknown	glm-5.1	1266	111	97624	13032	2698752	0	unknown
20260416_222513_37cdfd	2026-04-16T22:26:12+08:00	unknown	glm-5.1	2385	154	106575	16541	2730816	0	unknown
20260416_230558_5c9347	2026-04-16T23:05:58+08:00	unknown	glm-5.1	601	71	63419	6035	959296	0	unknown
