session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch	tokens_reasoning	source
118df572-f99e-4d72-8f34-f28c284f9610	2026-05-21T09:29:49+08:00	-home-ant-blog-saveole-github-io	glm-5.1	33	5	30361	692	113152	0	main	0	claude
8493daa5-fc47-4d68-a15c-78fc3f214844	2026-05-21T09:30:38+08:00	-home-ant-blog-saveole-github-io	glm-5.1	295	9	68288	4906	364608	0	main	0	claude
c9cf6f0f-dd31-4a84-8006-398e4c8c62a5	2026-05-21T09:32:49+08:00	-home-ant-blog-saveole-github-io	glm-5.1	102	6	20371	3817	200256	0	main	0	claude
21b97747-aef1-49b7-a535-ba509bddf8ea	2026-05-21T09:37:20+08:00	-home-ant-blog-saveole-github-io	glm-5.1	251	26	53122	7428	1150720	0	main	0	claude
3b4be0f4-382f-4923-82ea-d275a9e80bb9	2026-05-21T09:51:14+08:00	-home-ant-blog-saveole-github-io	glm-5.1	166	14	22930	4849	535424	0	main	0	claude
0be29643-9d77-48ff-857e-0b35551cdc6f	2026-05-21T01:58:53.305Z	blog	glm-5.1	236	40	29412	6275	850624	0	main	0	claude
0d820e1c-60b8-4d8d-9a89-da76ba220b9a	2026-05-21T01:52:44.091Z	blog	glm-5.1	358	19	15590	1318	235328	0	main	0	claude
223be4ab-a2ea-43d0-98bb-dbf7a3fcbe19	2026-05-21T01:38:19.273Z	blog	glm-5.1	279	36	57558	8532	750464	0	main	0	claude
4ea707d8-609b-4ab5-a651-601d570ea3c4	2026-05-21T02:16:15.915Z	blog	glm-5.1	3049	128	165906	10878	3230400	0	main	0	claude
5cf20b74-39c2-4749-a489-8257dbb7f014	2026-05-21T07:08:05.787Z	blog	glm-5.1	0	1	33215	48	256	0	main	0	claude
aeb2acd4-280a-4222-9943-fc863071e974	2026-05-21T02:03:11.498Z	blog	glm-5.1	430	65	67246	8904	1913280	0	main	0	claude
eeb3b170-c20b-4d00-947f-54dd069969e1	2026-05-21T01:43:20.221Z	blog	glm-5.1	290	47	24807	5930	1168320	0	main	0	claude
e75d83e6-572f-43a1-a071-ac9f08f62d41	2026-05-21T07:10:11.211Z	unknown	glm-5.1	40	8	27734	589	90624	0	HEAD	0	claude
99c68bf7-9482-47a3-b6dc-97bbac08fdb4	2026-05-21T07:21:29.393Z	unknown	glm-5.1	300	35	18338	5861	482816	0	HEAD	0	claude
b4de0545-ffd0-4499-9eab-a73baaf016aa	2026-05-21T07:15:42.632Z	unknown	glm-5.1	260	35	37353	2978	481664	0	HEAD	0	claude
b9fb41b1-eff2-48f3-b73b-37fc5061cdea	2026-05-21T07:28:52.193Z	unknown	glm-5.1	283	28	24825	3552	558784	0	HEAD	0	claude
