date	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	session_count	models
2026-04-24	117010	5600	1100800	0	3	glm-5.1
22e71fa8-f13c-4957-b025-4c7945c14783	2026-04-24T00:23:32.410Z	kv	glm-5.1	51	11	6122	1613	158080	0	main
3e656baa-9f3a-489a-8573-8ccd77ac0bc7	2026-04-24T00:17:24.198Z	kv	glm-5.1	354	81	102099	9620	2388032	0	main
48a28e4d-7578-44c6-b8f9-88e0d028d3c0	2026-04-24T00:24:34.359Z	kv	glm-5.1	316	51	38468	5422	1216384	0	main
67348829-ffb8-4c77-b540-32847a001482	2026-04-24T00:14:30.626Z	kv	glm-5.1	164	24	41403	4548	377280	0	main
6789d3d4-2e53-42d2-9bcf-5cb11f9ba16c	2026-04-24T00:30:03.847Z	kv	glm-5.1	147	18	41184	3127	138880	0	main
72a9345f-0661-4d1f-8309-a2ac982a37dd	2026-04-24T01:26:55.858Z	kv	glm-5.1	872	36	23522	3889	795200	0	main
769b980e-d212-4897-81ae-61db274cfd13	2026-04-24T01:46:54.136Z	kv	glm-5.1	168	27	40226	4000	298816	0	main
7ec90d27-084d-43cf-9ac0-e550623db89e	2026-04-24T01:49:49.331Z	kv	glm-5.1	1124	18	45410	4345	469248	0	main
a056efed-10db-4cd4-bbda-4680ded43cd4	2026-04-24T02:10:30.694Z	kv	glm-5.1	80	5	33005	463	93056	0	main
bf7bb389-1aaf-46c3-948d-b629c7c547a3	2026-04-24T01:24:49.395Z	kv	glm-5.1	118	10	22635	1674	93760	0	main
d39cca35-b58a-4b21-9dae-b5cc1b42ea40	2026-04-24T00:32:36.706Z	kv	glm-5.1	218	28	17028	3317	501760	0	main
dd290f3a-fd9e-40d1-895c-46ea63d63e1d	2026-04-24T01:07:53.498Z	kv	glm-5.1	685	43	31500	7209	990720	0	main
fda808e9-1188-4373-9564-a351bdde7d3c	2026-04-24T01:06:04.803Z	kv	glm-5.1	102	17	31271	3191	152064	0	main
4dd2a1c4-06ed-4f66-9cc3-9e7448dab1c7	2026-04-24T03:20:50.740Z	blog	glm-5.1	858	19	31944	1705	226688	0	main
92ab3711-e3dc-471e-9202-96145fdd9693	2026-04-24T00:10:43.551Z	blog	glm-5.1	43	8	7519	441	122816	0	main
0901a831-8cc9-43b5-be10-75bce93a5092	2026-04-24T03:54:52.522Z	kv	glm-5.1	63	12	36358	1293	132992	0	main
22e71fa8-f13c-4957-b025-4c7945c14783	2026-04-24T00:23:32.410Z	kv	glm-5.1	51	11	6122	1613	158080	0	main
3e656baa-9f3a-489a-8573-8ccd77ac0bc7	2026-04-24T00:17:24.198Z	kv	glm-5.1	354	81	102099	9620	2388032	0	main
40f4e428-8bea-451b-8c2a-8f4d712d5729	2026-04-24T10:45:27.073Z	kv	glm-5.1	3352	49	35019	8809	1106240	0	main
48a28e4d-7578-44c6-b8f9-88e0d028d3c0	2026-04-24T00:24:34.359Z	kv	glm-5.1	316	51	38468	5422	1216384	0	main
4b5b47bc-3c00-452c-a908-e63f6a462f00	2026-04-24T12:21:50.130Z	kv	glm-5.1	150	17	33336	2767	191168	0	main
67348829-ffb8-4c77-b540-32847a001482	2026-04-24T00:14:30.626Z	kv	glm-5.1	164	24	41403	4548	377280	0	main
6789d3d4-2e53-42d2-9bcf-5cb11f9ba16c	2026-04-24T00:30:03.847Z	kv	glm-5.1	147	18	41184	3127	138880	0	main
67d2a5c6-022f-4a2b-b18c-d1473bf36442	2026-04-24T03:49:12.038Z	kv	glm-5.1	17	2	24087	365	28800	0	main
69e02d3f-8dd1-40ff-8041-273e64968cc3	2026-04-24T04:24:06.348Z	kv	glm-5.1	1654	62	68391	6938	1940288	0	main
72a9345f-0661-4d1f-8309-a2ac982a37dd	2026-04-24T01:26:55.858Z	kv	glm-5.1	872	36	23522	3889	795200	0	main
769b980e-d212-4897-81ae-61db274cfd13	2026-04-24T01:46:54.136Z	kv	glm-5.1	168	27	40226	4000	298816	0	main
7af75f35-a10d-4d2d-8fa7-bbf9b7de3a3a	2026-04-24T09:57:24.637Z	kv	glm-5.1	2609	46	68500	3311	1667520	0	main
7ec90d27-084d-43cf-9ac0-e550623db89e	2026-04-24T01:49:49.331Z	kv	glm-5.1	1124	18	45410	4345	469248	0	main
8dfd8b56-c10c-40fa-b72f-96acddd19bef	2026-04-24T20:30:54.660Z	kv	glm-5.1	8	5	24199	384	28864	0	main
9197d0a2-094e-4243-a7aa-865095f67c89	2026-04-24T22:44:29.754Z	kv	glm-5.1	10	5	9976	387	41856	0	main
a056efed-10db-4cd4-bbda-4680ded43cd4	2026-04-24T02:10:30.694Z	kv	glm-5.1	80	5	33005	463	93056	0	main
b04bd42e-1762-41d5-97b1-a497f71ea25a	2026-04-24T12:24:39.594Z	kv	glm-5.1	1624	42	56381	5454	969280	0	main
bf7bb389-1aaf-46c3-948d-b629c7c547a3	2026-04-24T01:24:49.395Z	kv	glm-5.1	118	10	22635	1674	93760	0	main
bfd19a64-9881-43f9-b7cf-83125cf67a94	2026-04-24T05:21:51.499Z	kv	glm-5.1	2701	39	41024	7118	820736	0	main
cc20b8a2-5092-41b5-a11b-744674248fac	2026-04-24T05:19:10.218Z	kv	glm-5.1	151	20	14889	3538	210624	0	main
d088a311-bc07-4f54-8593-8ae692e74b60	2026-04-24T10:41:10.020Z	kv	glm-5.1	236	19	36491	6936	196864	0	main
d39cca35-b58a-4b21-9dae-b5cc1b42ea40	2026-04-24T00:32:36.706Z	kv	glm-5.1	218	28	17028	3317	501760	0	main
dd290f3a-fd9e-40d1-895c-46ea63d63e1d	2026-04-24T01:07:53.498Z	kv	glm-5.1	685	43	31500	7209	990720	0	main
df159c6a-e487-4637-b75c-1f06f2bccaea	2026-04-24T04:21:27.936Z	kv	glm-5.1	146	18	31830	3459	153408	0	main
e5f7d901-e9b0-418a-80a3-aee1f30fae71	2026-04-24T09:52:43.217Z	kv	glm-5.1	267	22	88064	5350	224384	0	main
e9cdc638-220a-4718-af95-1fd42712b466	2026-04-24T04:00:32.394Z	kv	glm-5.1	716	53	51437	4706	1177792	0	main
fda808e9-1188-4373-9564-a351bdde7d3c	2026-04-24T01:06:04.803Z	kv	glm-5.1	102	17	31271	3191	152064	0	main
fe965a3a-d9ce-467d-a6bc-e011716751c8	2026-04-24T03:56:48.132Z	kv	glm-5.1	211	24	38100	4691	469696	0	main
feb4b7a4-dd8b-43b0-bf0d-a6909b34af41	2026-04-24T21:38:06.860Z	kv	glm-5.1	0	2	20182	70	4352	0	main
4dd2a1c4-06ed-4f66-9cc3-9e7448dab1c7	2026-04-24T03:20:50.740Z	blog	glm-5.1	858	19	31944	1705	226688	0	main
55b13b5a-fc83-4e7f-a154-af71b93dd663	2026-04-24T03:40:16.184Z	blog	glm-5.1	185	29	22583	2265	479808	0	main
