session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch
8bb5554f-ee33-43ba-b02f-63b1c1c36ec7	2026-04-23T00:04:31+08:00	ruankao-planb	glm-5.1	0	22	30254	4462	585152	0	HEAD
c1852a3e-c0e6-492a-8eb2-518543cfcd1b	2026-04-23T01:04:03+08:00	ruankao-planb	glm-5.1	0	15	39196	7853	498688	0	HEAD
3e318b10-78f0-42de-af40-ad285940417e	2026-04-23T01:11:17+08:00	ruankao-planb	glm-5.1	0	8	29209	4032	206720	0	main
60db4601-c0e0-401f-b5e5-87659296c027	2026-04-23T01:30:04+08:00	ruankao-planb	glm-5.1	0	33	74913	40742	2092224	0	main
dfc20f22-a6d6-4135-8c25-27fe19a9ac69	2026-04-23T01:31:54+08:00	ruankao-planb	glm-5.1	0	6	40226	3161	127168	0	main
925f5cc9-d441-4055-ae4d-b493202db40d	2026-04-23T01:37:23+08:00	ruankao-planb	glm-5.1	0	29	23914	8845	1162816	0	main
a6fdf44d-90b1-4f8c-a983-c0ef59213d93	2026-04-23T01:40:13+08:00	ruankao-planb	glm-5.1	0	7	9156	2375	167232	0	main
e0c74d2e-584b-493f-bad5-02a0061ee1b6	2026-04-23T01:49:29+08:00	ruankao-planb	glm-5.1	0	26	26876	14438	1124224	0	main
2577b146-e696-4f07-adcc-a7e4d4d7fcf0	2026-04-23T01:50:50+08:00	ruankao-planb	glm-5.1	0	6	9678	2158	138304	0	main
4019bcde-67ec-49d4-9e35-d061498aa8b2	2026-04-23T02:00:58+08:00	ruankao-planb	glm-5.1	0	25	38319	18645	1236672	0	main
c34d63e2-313f-458a-92a8-bc3967743a29	2026-04-23T02:03:01+08:00	ruankao-planb	glm-5.1	0	9	13500	4020	271424	0	main
04dbd864-b8ce-4750-a00f-37f4db3aaf2d	2026-04-23T02:09:21+08:00	ruankao-planb	glm-5.1	0	21	27989	14112	915520	0	main
43a3aec0-dabe-482f-96c4-78afdbff2130	2026-04-23T02:10:39+08:00	ruankao-planb	glm-5.1	0	5	9499	2170	137280	0	main
16dc4729-bf11-4e69-84ae-2ad3fbebf504	2026-04-23T02:15:03+08:00	ruankao-planb	glm-5.1	0	29	24051	6728	1138496	0	main
78ec31bf-8390-4772-90c0-30e1e7d64338	2026-04-23T01:16:00.852Z	ruankao-planb	glm-5.1	630	58	46772	7917	1793792	0	main
8bc8e9c2-a1a9-41c4-9232-f267c5a12772	2026-04-23T12:41:01.780Z	blog	glm-5.1	13039	71	301176	45493	2447744	0	main
d234b052-f582-47b6-8cfa-788c00966f0f	2026-04-23T14:10:24.771Z	blog	glm-5.1	7247	162	210383	54287	9686080	0	main
05ee996e-6dd8-4ccd-b61e-dc91b28d59fc	2026-04-23T19:14:18.433Z	kv	glm-5.1	81	18	29486	1196	142016	0	main
296e176e-7b41-4710-9e93-7f2c357d2d2a	2026-04-23T23:59:03.481Z	kv	glm-5.1	812	57	76522	19060	1457408	0	main
32e84944-9235-4e31-8252-73e3b3c9e094	2026-04-23T16:47:57.747Z	kv	glm-5.1	140	18	30691	3705	180864	0	main
4302c1b2-c7fa-49d4-ac35-337ada302c49	2026-04-23T19:19:16.999Z	kv	glm-5.1	168	16	25121	5266	152256	0	main
569743de-b21b-4bec-a366-188927e0100b	2026-04-23T19:22:15.059Z	kv	glm-5.1	1192	80	83529	18821	3226752	0	main
7312bf92-faa2-471c-88b4-00a11102e758	2026-04-23T18:08:10.317Z	kv	glm-5.1	280	35	46982	6376	600960	0	main
75d33205-99ff-4918-ae00-3a3d38fe6e0c	2026-04-23T18:35:14.434Z	kv	glm-5.1	1100	48	62996	11297	1991296	0	main
7ee4a900-a47b-430d-a417-8439ce1561b4	2026-04-23T18:12:58.151Z	kv	glm-5.1	1165	56	79457	4856	2325120	0	main
8ffb468e-6bee-457d-a3f5-c910841fda1b	2026-04-23T16:52:31.247Z	kv	glm-5.1	1265	76	85180	6151	2456512	0	main
b50dbbab-4d37-4275-88ae-173a5b56c2f5	2026-04-23T18:03:15.519Z	kv	glm-5.1	284	37	50245	7035	579008	0	main
bc909459-a286-48df-8f0b-5b583a52411b	2026-04-23T19:03:05.844Z	kv	glm-5.1	662	38	45808	4104	1557248	0	main
bd91140e-f203-43bc-89ef-fbaa72fec842	2026-04-23T18:56:08.914Z	kv	glm-5.1	226	46	53492	4471	1650304	0	main
dc2946ad-24fd-41d8-a623-fc7219c619c6	2026-04-23T18:53:50.089Z	kv	glm-5.1	128	23	43371	3143	251968	0	main
e68c6ec9-c6cd-4e33-b15b-172e19d00f09	2026-04-23T19:00:08.867Z	kv	glm-5.1	169	27	33532	3363	402624	0	main
f86f2bab-cb93-4aeb-b521-379ab1c26827	2026-04-23T23:42:15.273Z	kv	glm-5.1	570	85	91341	10481	3359296	0	main
f89cc841-2fc5-4b8e-8f37-0f13fbe72976	2026-04-23T18:32:32.002Z	kv	glm-5.1	155	20	36313	4489	234368	0	main
86c8dab9-269e-4be1-97e5-640f503494b4	2026-04-23T12:38:04.394Z	blog	glm-5.1	1069	76	43398	7646	1421120	0	main
