session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch	tokens_reasoning	source
sess_fba9ab03-916d-4713-b586-1144d2189d56	2026-07-17T10:18:34+08:00	ZCodeProject	GLM-5.2	432743	24	48541288	140359	46942336	0	main	0	zcode
sess_e45f4faa-5379-48ec-a45b-b4a269e09988	2026-07-17T09:19:26+08:00	ZCodeProject	GLM-5.2	26	1	63765	1193	37824	0	main	0	zcode
