session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch	tokens_reasoning	source
956c57ee-e18b-4c79-b6ad-43ec9e68e409	2026-06-22T08:03:26+08:00	-home-ant-multica-workspaces-desktop-api-multica-ai-e0bd491e-bba5-40dc-b1c1-87e09acdfb08-89109e44-workdir	glm-5.2	36	3	28205	318	54912	0	HEAD	0	claude
8099e3f3-37e6-448e-ade2-0a493647f78e	2026-06-22T10:19:14+08:00	-home-ant-code-golang-src-mcp-gateway	glm-5.2	1043	28	38131	12426	1431680	0	master	0	claude
1ea5bff3-f117-4e50-ab97-39460cb33055	2026-06-22T11:03:39+08:00	-home-ant-code-golang-src-mcp-gateway	glm-5.2	22	3	22321	487	110976	0	master	0	claude
336bbdc8-738f-4197-9c84-5d75c375de0b	2026-06-22T10:25:44+08:00	-home-ant-code-golang-src-mcp-gateway	glm-5.2	61	5	40372	2720	209856	0	master	0	claude
390ffb92-27ea-4b22-9b12-38c07bedb5ac	2026-06-22T15:01:29+08:00	-home-ant-code-golang-src-mcp-gateway	glm-5.2	16386	103	941603	77446	12761408	0	master	0	claude
ses_111dc8152ffeWUf3LUXMvH0BPY	2026-06-22T15:02:44+08:00	mcp-gateway	deepseek-v4-flash	46	5	15481	143	15232	0	master	397	opencode
aedc29a2-1681-47da-a308-aba1a59896fe	2026-06-22T18:46:57+08:00	-home-ant-code-golang-src-mcp-gateway	glm-5.2	12374	114	591365	151910	12673600	0	master	0	claude
ses_1110db7f5ffebDOaHw4t3VTeGl	2026-06-22T18:48:36+08:00	mcp-gateway	glm-5.2	1410	92	210848	16687	7614208	0	master	24250	opencode
ses_110f3c7d8ffeyoAGpe9fTCFXLo	2026-06-22T19:16:55+08:00	mcp-gateway	deepseek-v4-flash	56	17	22091	5823	240000	0	master	591	opencode
ses_110f3d60effej0uDiUVFHMxCZk	2026-06-22T19:16:52+08:00	mcp-gateway	deepseek-v4-flash	1921	79	155618	19396	6999680	0	master	20477	opencode
550c5dbe-fb1d-4ed1-b0b7-7e661b673e8f	2026-06-22T19:36:08+08:00	-home-ant-code-golang-src-mcp-gateway	glm-5.2	400	4	78911	20368	159040	0	master	0	claude
ses_110df750cffex05hJo3hVVX1fS	2026-06-22T19:39:07+08:00	mcp-gateway	deepseek-v4-flash	153	4	43269	4268	72704	0	master	9034	opencode
ses_110db4924ffesL6UKYWWWY9bOG	2026-06-22T19:43:41+08:00	mcp-gateway	deepseek-v4-flash	83	6	20095	3798	116480	0	master	4846	opencode
ses_110db57d0ffe2mlEihsDiGqRvJ	2026-06-22T19:43:37+08:00	mcp-gateway	deepseek-v4-flash	76	6	38023	2210	150016	0	master	5675	opencode
