session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch
2f009a14-20ba-49b3-936b-7309f802fbbc	2026-03-31T04:03:24.975Z	scrm-api	glm-5	166	37	17418	3688	792512	0	feature/saveole/NFQX-11665
310adcfb-26d0-4a03-97ac-df76cb61ecb1	2026-03-31T04:28:44.457Z	scrm-api	glm-5	3581	152	101438	92286	5853824	0	feature/saveole/NFQX-11665
560bf6b8-b0a0-4121-bbae-91ab75d48606	2026-03-31T03:23:22.875Z	scrm-api	glm-5	515	93	94337	5545	2804928	0	feature/saveole/NFQX-11665
68b9c097-aa00-4f3b-b049-23b2c4d69618	2026-03-31T03:50:10.045Z	scrm-api	glm-5	280	46	26834	7137	1480256	0	feature/saveole/NFQX-11665
6e9c4976-2046-4497-8086-1dc6a13bb50d	2026-03-31T04:06:22.301Z	scrm-api	glm-5	1073	175	63688	17759	7458112	0	feature/saveole/NFQX-11665
799f205c-a2ab-48b3-894d-8aa803d67284	2026-03-31T07:23:13.237Z	scrm-api	glm-5	1830	70	109121	22829	2565568	0	master
7e74abb2-f98b-45be-8f27-2f1fc66044f8	2026-03-31T05:55:13.691Z	scrm-api	glm-5	604	104	34377	4590	3615680	0	feature/saveole/NFQX-11665
8695938f-d620-41a1-abda-3dc640c47fd9	2026-03-31T06:08:12.074Z	scrm-api	glm-5	4084	79	176878	5231	1975296	0	feature/saveole/NFQX-11665
9173af7b-2cd1-4305-96e1-a6fe28b321ff	2026-03-31T03:40:08.655Z	scrm-api	glm-5	271	55	41148	4471	1541184	0	feature/saveole/NFQX-11665
993f2ba1-f13b-4656-b05d-dbbe3457e6e7	2026-03-31T05:31:32.563Z	scrm-api	glm-5	1135	144	57581	17467	5606720	0	feature/saveole/NFQX-11665
a1909010-1ee2-4b39-be2d-131cb7df4f17	2026-03-31T03:34:50.335Z	scrm-api	glm-5	1	2	26	223	69120	0	feature/saveole/NFQX-11665
a89dd290-f55f-418d-a8d3-8aa8742a1c66	2026-03-31T02:33:19.581Z	scrm-api	glm-5	2101	188	130695	14761	8018560	0	feature/saveole/NFQX-11665
ab1d664a-0be7-4746-8ee1-afd93efea0ca	2026-03-31T03:16:53.027Z	scrm-api	glm-5	153	18	6238	2928	294400	0	feature/saveole/NFQX-11665
afdf169a-5929-4015-ab48-43c056e40a07	2026-03-31T03:55:09.694Z	scrm-api	glm-5	287	36	18636	7931	1026368	0	feature/saveole/NFQX-11665
