session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch	tokens_reasoning	source
3c143ce8-43a2-4fd0-90eb-00126042faac	2026-07-30T16:33:39+08:00	saveole.github.io	gemini-3.6-flash	284	40	47293	3951	0	0	main	0	agy
sess_a876db48-2822-458e-a47e-e4728c906cf7	2026-07-30T23:44:29+08:00	inherit-mcp-server	GLM-5.2	1222	8	2344935	29326	2220160	0	master	0	zcode
sess_f3fcdc6b-72d4-469d-b16d-7b3ea0ce3cd4	2026-07-30T20:10:05+08:00	inherit-mcp-server	GLM-5.2	5070	12	20819714	73340	20485120	0	master	0	zcode
