session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch	tokens_reasoning	source
ses_1273f94f0ffeYLAIAem3w0Qk6p	2026-06-18T11:22:29+08:00	inherit-mcp-server	deepseek-v4-flash	13	3	1291	414	20480	0	master	894	opencode
ses_126972b64ffewauJljNlxge3OH	2026-06-18T14:26:26+08:00	inherit-mcp-server	deepseek-v4-flash	49	9	4782	602	78720	0	master	691	opencode
