session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch
20260418_162823_30309e	2026-04-18T16:28:23+08:00	unknown	glm-5.1	0	20	10018	1419	26112	0	unknown
20260418_162823_3d7a8c	2026-04-18T16:28:23+08:00	unknown	glm-5.1	0	24	14450	1167	49152	0	unknown
