session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch
302b48db-390d-4bbc-bc47-4e8f87ccb95a	2026-04-30T09:14:11+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	257	8	47981	5575	265856	0	main
80e512cf-ab8c-48a3-b040-64b1aa71c138	2026-04-30T01:04:47.723Z	xueqiu-crawler	glm-5.1	288	33	31723	6140	360512	0	main
b2fb6926-8e47-43c8-b3be-ffd4234de08e	2026-04-30T09:22:54+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	511	35	24864	7694	1485760	0	main
d2b213d1-2953-489c-bca6-9cb16ac9422e	2026-04-30T09:25:49+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	127	4	15919	2436	113792	0	main
86b5c1ff-5286-412b-bd4e-9c5b9f183381	2026-04-30T09:29:13+08:00	-home-ant-code-java-java-server-inherit	glm-5.1	232	3	27525	501	106880	0	master
