session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch	tokens_reasoning	source
ses_00f69b6aeffeV4CZRPc2DSYxxT	2026-08-11T19:30:08+08:00	inherit-mcp-server	deepseek-v4-flash	4	3	15378	43	19200	0	feat/dark-dashboard-theme	64	opencode
ses_00f2e0be5ffeYTtJyFLmLMA3fG	2026-08-11T20:35:19+08:00	inherit-mcp-server	deepseek-v4-flash	79	9	22740	716	103808	0	feat/dark-dashboard-theme	2425	opencode
