session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch	tokens_reasoning	source
a487382e-5941-4c62-a746-9dd623b831bb	2026-06-29T14:40:45+08:00	-home-ant-code-golang-src-scrmgo	glm-5.2	2506	11	64157	17699	503424	0	master	0	claude
ses_0ede3d5ccffehtJd5pkYTKHoe7	2026-06-29T14:41:03+08:00	scrmgo	deepseek-v4-flash	53	12	30786	5877	183680	0	master	414	opencode
ses_0ede3efa5ffe9fshGAtTBd1s1Y	2026-06-29T14:40:56+08:00	scrmgo	deepseek-v4-flash	1962	48	46611	8817	1804160	0	release/delivery-list	12288	opencode
