session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch
9395ab2f-c69c-49b8-8d04-5bcc2c5c7cf4	2026-04-17T09:42:27+08:00	test-codegen	glm-5.1	1295	31	45949	4532	1294464	0	master
20260417_094042_ca45af	2026-04-17T10:13:21+08:00	inherit	glm-5.1	1934	45	46409	4377	412736	0	fix/9.1/NFQX-11784
20260417_094601_344627	2026-04-17T10:43:34+08:00	skills	glm-5.1	3328	109	86321	13246	1913024	0	main
d0be78f9-1d64-46f2-9a62-15b20bc55a55	2026-04-17T14:22:23+08:00	scrm-api	glm-5.1	30	3	46191	249	54016	0	feature/scrm/9.3/NFQX-11822
81b82e71-9ec7-4a6c-8f51-8bd128543852	2026-04-17T15:05:58+08:00	scrm-api	glm-5.1	591	25	64955	7378	1648704	0	feature/saveole/9.2
20260417_155415_c3fe94	2026-04-17T16:38:07+08:00	ssh	glm-5.1	2623	59	91730	4158	1122048	0	unknown
20260417_164207_5cb385	2026-04-17T16:50:22+08:00	saveole.github.io	glm-5.1	437	51	45330	2994	524928	0	main
20260417_002835_fc77cc	2026-04-17T00:37:37+08:00	saveole.github.io	glm-5.1	507	32	21343	3727	276416	0	main
20260417_003758_fcc284	2026-04-17T00:43:34+08:00	saveole.github.io	glm-5.1	302	23	34750	1025	198976	0	main
20260417_004345_c641da	2026-04-17T00:50:24+08:00	saveole.github.io	glm-5.1	290	29	21417	1661	281152	0	main
20260417_005053_1becb6	2026-04-17T00:57:47+08:00	saveole.github.io	glm-5.1	394	44	35820	5727	501184	0	main
20260417_005824_00a0b3	2026-04-17T01:05:58+08:00	saveole.github.io	glm-5.1	443	5	3849	60	22784	0	main
